student_id,origin_country,destination_country,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S02559,Ireland,Finland,LUT University,Biotechnology,Social Sciences,2019,No,Scholarship,2022,Not Placed,,,0,3.32,F1,Blue Card,IELTS,8
S02560,UK,Russia,Lomonosov Moscow State University,Data Science,Law,2022,No,Scholarship,2023,Placed,Russia,Tesla,39612,3.3,Study Permit,OPT,,0
S02561,UAE,South Africa,University of the Witwatersrand,Electrical Engineering,Business,2019,Yes,Higher Ranking,2021,Placed,South Africa,Deloitte,126363,2.89,J1,OPT,Duolingo,8.8
S02562,Finland,South Africa,Rhodes University,Economics,Arts,2019,Yes,Political Stability,2021,Not Placed,,,0,3.49,F1,PSW,Duolingo,5.8
S02563,Russia,Finland,Ã…bo Akademi University,Civil Engineering,Social Sciences,2023,No,Job Opportunities,2026,Placed,Finland,Tesla,142080,3.63,J1,Blue Card,IELTS,6.4
S02564,India,UK,University of Birmingham,Electrical Engineering,Arts,2019,Yes,Political Stability,2022,Placed,UK,Intel,88090,2.84,Student Visa,Work Permit,PTE,7
S02565,UK,Canada,Western University,Computer Science,Business,2021,Yes,Job Opportunities,2023,Not Placed,,,0,3.07,Study Permit,Post-Study Visa,Duolingo,7.6
S02566,USA,Finland,University of Eastern Finland,Mechanical Engineering,Natural Sciences,2019,No,Scholarship,2021,Not Placed,,,0,3.08,Schengen Student Visa,Work Permit,,0
S02567,Canada,Germany,TU Berlin,Biotechnology,Engineering,2020,Yes,Higher Ranking,2021,Placed,Germany,Microsoft,60575,3.31,F1,Work Permit,PTE,8.8
S02568,Russia,South Africa,University of KwaZulu-Natal,Design,Medicine,2023,No,Political Stability,2026,Not Placed,,,0,3.07,F1,OPT,TOEFL,8.7
S02569,Germany,USA,University of Chicago,Design,Arts,2022,Yes,Political Stability,2023,Placed,USA,McKinsey,109272,3.04,J1,OPT,TOEFL,5.6
S02570,Germany,Canada,University of British Columbia,Civil Engineering,Business,2023,Yes,Higher Ranking,2026,Not Placed,,,0,3.79,J1,Work Permit,TOEFL,8.6
S02571,India,Germany,TU Berlin,Data Science,Social Sciences,2021,No,Scholarship,2023,Not Placed,,,0,2.85,Tier 4,PSW,TOEFL,6.6
S02572,USA,Russia,Saint Petersburg State University,Design,Social Sciences,2022,Yes,Political Stability,2025,Placed,Russia,SAP,132249,2.95,F1,PSW,IELTS,7.5
S02573,Canada,South Africa,Rhodes University,Psychology,Business,2023,Yes,Quality of Life,2026,Placed,South Africa,Facebook,45105,3.86,Study Permit,PSW,IELTS,6.4
S02574,Ireland,India,BITS Pilani,Civil Engineering,Social Sciences,2022,Yes,Higher Ranking,2024,Not Placed,,,0,3.5,F1,Work Permit,PTE,5.5
S02575,UK,UAE,American University of Sharjah,Mechanical Engineering,Arts,2019,Yes,Job Opportunities,2021,Placed,UAE,Siemens,128109,2.96,Tier 4,Post-Study Visa,,0
S02576,UK,UAE,American University of Sharjah,Mechanical Engineering,Arts,2022,Yes,Political Stability,2025,Not Placed,,,0,3.12,Student Visa,Blue Card,PTE,6.6
S02577,Finland,UK,University of Oxford,Civil Engineering,Social Sciences,2019,No,Quality of Life,2020,Placed,UK,Siemens,48051,2.73,Tier 4,PSW,Duolingo,5.7
S02578,USA,Canada,Western University,Architecture,Social Sciences,2021,Yes,Job Opportunities,2024,Not Placed,,,0,3.74,J1,Post-Study Visa,Duolingo,9
S02579,USA,Germany,RWTH Aachen,Political Science,Law,2022,Yes,Quality of Life,2024,Not Placed,,,0,3.95,Schengen Student Visa,Post-Study Visa,PTE,5.5
S02580,Germany,Russia,Moscow Institute of Physics and Technology,Design,Natural Sciences,2019,No,Higher Ranking,2022,Not Placed,,,0,2.9,Study Permit,Blue Card,IELTS,7.5
S02581,UK,Ireland,National University of Ireland Galway,Economics,Business,2019,Yes,Quality of Life,2022,Placed,Ireland,SAP,33511,3.43,J1,Work Permit,TOEFL,8.3
S02582,Russia,Germany,RWTH Aachen,Biotechnology,Medicine,2021,Yes,Political Stability,2023,Not Placed,,,0,3,Schengen Student Visa,Post-Study Visa,Duolingo,5.2
S02583,USA,India,BITS Pilani,Data Science,Social Sciences,2021,No,Job Opportunities,2022,Placed,India,McKinsey,106386,2.87,Student Visa,OPT,IELTS,8.9
S02584,USA,Canada,Queen's University,Psychology,Natural Sciences,2022,No,Scholarship,2025,Placed,Canada,IBM,50948,3.89,Schengen Student Visa,Work Permit,TOEFL,5.6
S02585,India,Germany,Humboldt University,Mechanical Engineering,Arts,2020,No,Job Opportunities,2023,Not Placed,,,0,3.25,F1,Post-Study Visa,PTE,7
S02586,UK,Germany,RWTH Aachen,Psychology,Social Sciences,2022,Yes,Job Opportunities,2023,Placed,Germany,Intel,59562,2.85,F1,OPT,PTE,7.9
S02587,Ireland,Canada,Simon Fraser University,Biotechnology,Arts,2019,Yes,Quality of Life,2020,Placed,Canada,Deloitte,34812,2.72,Student Visa,Blue Card,TOEFL,5.6
S02588,UAE,Germany,LMU Munich,Biotechnology,Business,2023,Yes,Political Stability,2025,Placed,Germany,Goldman Sachs,53546,2.72,Tier 4,PSW,PTE,5.2
S02589,Germany,Russia,Kazan Federal University,Civil Engineering,Social Sciences,2022,No,Job Opportunities,2023,Placed,Russia,Apple,38059,2.6,Study Permit,PSW,,0
S02590,Germany,Finland,University of Helsinki,Political Science,Social Sciences,2021,No,Political Stability,2023,Placed,Finland,IBM,47627,3.95,Schengen Student Visa,Work Permit,PTE,6.1
S02591,Russia,South Africa,Stellenbosch University,Business Administration,Business,2022,Yes,Scholarship,2023,Not Placed,,,0,3.56,Tier 4,Work Permit,TOEFL,5.4
S02592,Finland,Germany,University of Stuttgart,Architecture,Engineering,2019,Yes,Quality of Life,2020,Not Placed,,,0,3.03,F1,Work Permit,,0
S02593,South Africa,UAE,Middlesex University Dubai,Design,Business,2022,No,Scholarship,2025,Not Placed,,,0,2.67,F1,PSW,,0
S02594,Germany,Finland,Aalto University,Political Science,Social Sciences,2023,No,Political Stability,2025,Placed,Finland,Google,78891,2.94,F1,Blue Card,PTE,7.1
S02595,UAE,Germany,RWTH Aachen,Law,Computer Science,2021,Yes,Quality of Life,2023,Not Placed,,,0,3.6,Tier 4,Blue Card,PTE,8.5
S02596,UK,Finland,Ã…bo Akademi University,Economics,Natural Sciences,2022,Yes,Higher Ranking,2025,Placed,Finland,IBM,48908,3.26,Tier 4,Blue Card,IELTS,8.9
S02597,Canada,Finland,Ã…bo Akademi University,Law,Computer Science,2020,Yes,Quality of Life,2022,Placed,Finland,SAP,80721,3.61,Student Visa,Work Permit,PTE,8.5
S02598,South Africa,UAE,Manipal Academy Dubai,Computer Science,Business,2019,No,Quality of Life,2020,Not Placed,,,0,3.4,J1,OPT,PTE,5.9
S02599,Canada,USA,Harvard University,Political Science,Medicine,2022,Yes,Political Stability,2024,Not Placed,,,0,3.76,Tier 4,Work Permit,IELTS,7.2
S02600,Finland,USA,NYU,Architecture,Medicine,2022,No,Higher Ranking,2023,Not Placed,,,0,3.35,Student Visa,PSW,IELTS,6.7
S02601,USA,India,NIT Trichy,Architecture,Business,2022,Yes,Quality of Life,2025,Placed,India,Apple,93967,3.43,Study Permit,Post-Study Visa,TOEFL,8.6
S02602,Russia,Ireland,University College Cork,Law,Natural Sciences,2020,Yes,Political Stability,2023,Placed,Ireland,McKinsey,83751,2.97,F1,OPT,Duolingo,8.8
S02603,UK,South Africa,Rhodes University,Medicine,Engineering,2021,Yes,Political Stability,2023,Not Placed,,,0,3.35,Student Visa,Blue Card,TOEFL,8.1
S02604,Canada,India,NIT Trichy,Civil Engineering,Engineering,2022,Yes,Political Stability,2025,Placed,India,Intel,143851,3.34,J1,Post-Study Visa,TOEFL,6.2
S02605,Ireland,USA,UC Berkeley,Law,Medicine,2020,Yes,Scholarship,2023,Placed,USA,IBM,96857,3.66,Student Visa,OPT,PTE,6.4
S02606,Finland,Germany,Humboldt University,Economics,Arts,2021,No,Higher Ranking,2022,Placed,Germany,Google,126519,3.49,F1,Post-Study Visa,Duolingo,7.2
S02607,Ireland,USA,Stanford University,Civil Engineering,Arts,2022,No,Scholarship,2025,Not Placed,,,0,3.72,Tier 4,Work Permit,PTE,5.1
S02608,Germany,UK,King's College London,Design,Social Sciences,2020,No,Political Stability,2022,Not Placed,,,0,2.62,Study Permit,Work Permit,IELTS,7.5
S02609,Canada,Ireland,National University of Ireland Galway,Business Administration,Computer Science,2021,No,Quality of Life,2023,Placed,Ireland,Deloitte,136092,3.44,Tier 4,PSW,PTE,7
S02610,Ireland,UK,University of Oxford,Electrical Engineering,Business,2020,No,Political Stability,2022,Not Placed,,,0,3.92,F1,OPT,Duolingo,8.7
S02611,Finland,UK,University of Oxford,Law,Social Sciences,2019,No,Higher Ranking,2022,Placed,UK,Goldman Sachs,73029,3.69,Schengen Student Visa,Blue Card,Duolingo,8
S02612,South Africa,Finland,University of Turku,Computer Science,Social Sciences,2019,Yes,Job Opportunities,2021,Placed,Finland,Apple,32301,2.63,Schengen Student Visa,Post-Study Visa,TOEFL,6.6
S02613,Russia,Canada,Queen's University,Civil Engineering,Natural Sciences,2019,No,Job Opportunities,2020,Placed,Canada,Siemens,118454,3.76,Study Permit,OPT,Duolingo,8.7
S02614,UAE,UK,Imperial College London,Psychology,Natural Sciences,2023,Yes,Higher Ranking,2025,Not Placed,,,0,3.46,Study Permit,Post-Study Visa,IELTS,6.9
S02615,Germany,Finland,Aalto University,Civil Engineering,Business,2021,No,Quality of Life,2023,Not Placed,,,0,3.85,Tier 4,PSW,Duolingo,5.3
S02616,India,Finland,LUT University,Data Science,Social Sciences,2023,Yes,Political Stability,2025,Placed,Finland,IBM,90547,4,Tier 4,Work Permit,PTE,6.6
S02617,UK,South Africa,Stellenbosch University,Data Science,Medicine,2021,Yes,Higher Ranking,2022,Placed,South Africa,Intel,69347,3.44,J1,OPT,TOEFL,8.6
S02618,Russia,Ireland,Dublin City University,Computer Science,Natural Sciences,2021,No,Quality of Life,2022,Placed,Ireland,Amazon,138136,2.62,J1,Blue Card,,0
S02619,Russia,,Dublin City University,Computer Science,Natural Sciences,,No,Quality of Life,2022,Placed,Ireland,Amazon,138136,,J1,Blue Card,,
S02620,UK,Germany,Heidelberg University,Law,Social Sciences,2023,No,Quality of Life,2026,Not Placed,,,0,2.56,Tier 4,Work Permit,IELTS,7
S02621,South Africa,UK,University of Manchester,Electrical Engineering,Computer Science,2020,No,Political Stability,2023,Not Placed,,,0,3.44,F1,PSW,Duolingo,5.1
S02622,Russia,UAE,University of Dubai,Law,Computer Science,2019,Yes,Job Opportunities,2020,Placed,UAE,Microsoft,132197,2.79,J1,Work Permit,TOEFL,7.4
S02623,Germany,UAE,American University of Sharjah,Architecture,Engineering,2019,No,Job Opportunities,2020,Placed,UAE,Google,70823,2.62,Student Visa,Post-Study Visa,TOEFL,8.8
S02624,Russia,Ireland,Maynooth University,Architecture,Natural Sciences,2022,No,Quality of Life,2024,Placed,Ireland,Apple,68265,3.08,J1,OPT,Duolingo,5.2
S02625,Canada,Germany,Technical University of Munich,Electrical Engineering,Business,2019,No,Quality of Life,2021,Not Placed,,,0,3.34,Schengen Student Visa,Work Permit,TOEFL,7.8
S02626,UK,Russia,Bauman Moscow State Technical University,Political Science,Law,2020,Yes,Political Stability,2021,Placed,Russia,McKinsey,86303,3.88,Student Visa,Post-Study Visa,TOEFL,8.3
S02627,South Africa,UK,University of Edinburgh,Economics,Computer Science,2020,No,Job Opportunities,2023,Not Placed,,,0,3.9,Schengen Student Visa,Blue Card,PTE,5.9
S02628,Canada,UAE,Heriot-Watt Dubai,Psychology,Social Sciences,2023,Yes,Political Stability,2025,Not Placed,,,0,2.7,Schengen Student Visa,OPT,PTE,5.3
S02629,India,Germany,Humboldt University,Economics,Business,2019,No,Scholarship,2020,Not Placed,,,0,3.97,Student Visa,Blue Card,IELTS,8.7
S02630,Russia,India,NIT Trichy,Mechanical Engineering,Engineering,2022,Yes,Scholarship,2024,Placed,India,Tesla,135308,3.29,Schengen Student Visa,PSW,IELTS,7.2
S02631,Germany,Russia,Bauman Moscow State Technical University,Biotechnology,Medicine,2023,Yes,Quality of Life,2026,Placed,Russia,Facebook,79997,3.76,F1,PSW,Duolingo,8.4
S02632,Canada,USA,Harvard University,Electrical Engineering,Computer Science,2020,Yes,Quality of Life,2021,Not Placed,,,0,3.92,J1,Work Permit,PTE,6.9
S02633,UAE,Germany,RWTH Aachen,Computer Science,Business,2022,Yes,Political Stability,2024,Placed,Germany,Goldman Sachs,114322,2.77,Study Permit,Blue Card,IELTS,8.3
S02634,South Africa,Ireland,National University of Ireland Galway,Political Science,Computer Science,2019,Yes,Job Opportunities,2021,Placed,Ireland,Facebook,69759,3.63,J1,PSW,,0
S02635,Finland,Russia,Novosibirsk State University,Mechanical Engineering,Arts,2022,No,Scholarship,2025,Placed,Russia,IBM,82815,3.6,F1,PSW,IELTS,7.7
S02636,USA,UAE,American University of Sharjah,Finance,Natural Sciences,2022,Yes,Higher Ranking,2025,Placed,UAE,Deloitte,45933,3.84,Schengen Student Visa,PSW,Duolingo,7.6
S02637,UAE,USA,University of Chicago,Political Science,Natural Sciences,2020,Yes,Scholarship,2023,Placed,USA,Facebook,38451,2.63,F1,Work Permit,PTE,8.4
S02638,Canada,Russia,Lomonosov Moscow State University,Design,Computer Science,2022,Yes,Job Opportunities,2023,Placed,Russia,Facebook,49935,3.56,Tier 4,Post-Study Visa,Duolingo,7.5
S02639,UK,Canada,University of Toronto,Mechanical Engineering,Law,2023,No,Higher Ranking,2026,Not Placed,,,0,3.77,J1,PSW,IELTS,5.6
S02640,Finland,South Africa,University of Pretoria,Law,Computer Science,2023,Yes,Political Stability,2024,Placed,South Africa,Goldman Sachs,83508,3.02,Study Permit,Work Permit,TOEFL,7.6
S02641,UAE,India,NIT Trichy,Medicine,Business,2022,Yes,Higher Ranking,2024,Not Placed,,,0,3.87,Study Permit,Blue Card,PTE,6.7
S02642,UK,Germany,TU Berlin,Business Administration,Social Sciences,2023,Yes,Political Stability,2025,Not Placed,,,0,3.6,Student Visa,PSW,Duolingo,7.2
S02643,USA,South Africa,University of Cape Town,Architecture,Computer Science,2020,Yes,Job Opportunities,2022,Not Placed,,,0,2.95,Tier 4,OPT,Duolingo,8.4
S02644,Finland,India,Delhi University,Civil Engineering,Engineering,2021,No,Quality of Life,2024,Not Placed,,,0,2.57,Student Visa,Work Permit,TOEFL,7.3
S02645,Canada,Ireland,Maynooth University,Business Administration,Business,2022,Yes,Quality of Life,2023,Placed,Ireland,Google,62829,2.73,Student Visa,Blue Card,Duolingo,8.9
S02646,USA,Canada,Queen's University,Civil Engineering,Arts,2023,No,Quality of Life,2025,Placed,Canada,McKinsey,35664,3.19,Schengen Student Visa,Post-Study Visa,IELTS,6.3
S02647,Ireland,India,JNU Delhi,Mechanical Engineering,Natural Sciences,2022,Yes,Job Opportunities,2023,Placed,India,Amazon,115786,3.22,F1,Blue Card,TOEFL,7.5
S02648,UK,Finland,University of Eastern Finland,Business Administration,Natural Sciences,2022,Yes,Political Stability,2023,Placed,Finland,McKinsey,109884,3.63,Student Visa,PSW,PTE,8.6
S02649,UK,South Africa,Stellenbosch University,Economics,Natural Sciences,2019,No,Quality of Life,2020,Not Placed,,,0,2.51,J1,Blue Card,IELTS,7
S02650,South Africa,India,IIT Delhi,Business Administration,Natural Sciences,2023,Yes,Political Stability,2026,Placed,India,Intel,53325,2.75,Tier 4,OPT,PTE,5.2
S02651,Canada,Russia,Moscow Institute of Physics and Technology,Business Administration,Medicine,2021,Yes,Higher Ranking,2022,Placed,Russia,Deloitte,51618,3.54,J1,Blue Card,PTE,7.3
S02652,India,Ireland,Dublin City University,Electrical Engineering,Natural Sciences,2020,No,Quality of Life,2023,Placed,Ireland,Intel,72464,3.32,J1,Blue Card,Duolingo,8.9
S02653,Finland,Russia,Saint Petersburg State University,Medicine,Computer Science,2023,No,Quality of Life,2025,Placed,Russia,Tesla,47656,2.65,J1,PSW,TOEFL,8.5
S02654,India,Germany,Heidelberg University,Finance,Law,2023,No,Job Opportunities,2026,Not Placed,,,0,3.21,Schengen Student Visa,Work Permit,TOEFL,8.7
S02655,Ireland,South Africa,Rhodes University,Electrical Engineering,Law,2023,No,Political Stability,2025,Not Placed,,,0,3.2,J1,Work Permit,PTE,5.7
S02656,UAE,USA,UC Berkeley,Business Administration,Computer Science,2022,Yes,Higher Ranking,2024,Not Placed,,,0,2.67,J1,OPT,Duolingo,7.6
S02657,Canada,UAE,UUniversity of Dubai,Psychology,Social Sciences,2022,,,2023,,,Tesla,63908,2.54,Study Permit,Blue Card,IELTS,8.9
S02658,Canada,UAE,University of Dubai,Psychology,Social Sciences,2022,Yes,Job Opportunities,2023,Placed,UAE,Tesla,63908,2.54,Study Permit,Blue Card,IELTS,8.9
S02659,UK,Germany,TU Berlin,Biotechnology,Social Sciences,2023,Yes,Political Stability,2024,Placed,Germany,McKinsey,117602,3.22,Study Permit,Work Permit,PTE,6.3
S02660,Canada,USA,University of Chicago,Finance,Computer Science,2022,Yes,Political Stability,2024,Not Placed,,,0,3.69,Schengen Student Visa,PSW,IELTS,7.2
S02661,UK,Germany,LMU Munich,Civil Engineering,Medicine,2019,No,Quality of Life,2020,Placed,Germany,Apple,113285,3.24,Tier 4,PSW,PTE,8.8
S02662,Russia,Germany,Humboldt University,Business Administration,Computer Science,2022,No,Quality of Life,2023,Not Placed,,,0,2.64,Tier 4,Blue Card,IELTS,7.5
S02663,Ireland,USA,MIT,Psychology,Medicine,2019,No,Job Opportunities,2022,Not Placed,,,0,2.65,Study Permit,Work Permit,,0
S02664,Finland,Ireland,Maynooth University,Design,Business,2019,Yes,Higher Ranking,2021,Not Placed,,,0,2.76,Student Visa,PSW,Duolingo,8
S02665,South Africa,USA,UC Berkeley,Architecture,Computer Science,2023,No,Job Opportunities,2025,Not Placed,,,0,3.89,F1,Post-Study Visa,TOEFL,5.4
S02666,Germany,UK,University of Manchester,Medicine,Computer Science,2020,No,Higher Ranking,2023,Placed,UK,Microsoft,45572,3.44,Schengen Student Visa,Blue Card,PTE,6.8
S02667,Germany,UAE,Khalifa University,Design,Business,2020,Yes,Quality of Life,2021,Placed,UAE,Deloitte,101745,3.8,Tier 4,Blue Card,,0
S02668,Canada,India,BITS Pilani,Medicine,Law,2022,No,Quality of Life,2024,Placed,India,Goldman Sachs,148060,2.81,Schengen Student Visa,Work Permit,PTE,7.7
S02669,Germany,USA,Stanford University,Design,Arts,2022,Yes,Job Opportunities,2024,Not Placed,,,0,3.5,F1,OPT,TOEFL,5.7
S02670,Germany,India,JNU Delhi,Electrical Engineering,Arts,2019,No,Political Stability,2021,Placed,India,SAP,40552,2.6,F1,Blue Card,PTE,5.4
S02671,India,South Africa,University of Johannesburg,Medicine,Computer Science,2019,Yes,Scholarship,2021,Placed,South Africa,IBM,39446,3,F1,PSW,TOEFL,6
S02672,USA,South Africa,University of the Witwatersrand,Electrical Engineering,Law,2021,No,Quality of Life,2024,Not Placed,,,0,2.72,F1,Work Permit,IELTS,7.4
S02673,Germany,USA,Columbia University,Psychology,Social Sciences,2023,Yes,Higher Ranking,2024,Not Placed,,,0,2.72,J1,PSW,PTE,7.3
S02674,USA,Finland,Ã…bo Akademi University,Business Administration,Computer Science,2019,Yes,Higher Ranking,2020,Not Placed,,,0,3.37,Schengen Student Visa,Blue Card,,0
S02675,Russia,India,IIT Madras,Civil Engineering,Business,2019,No,Job Opportunities,2020,Placed,India,McKinsey,87846,3.84,F1,Blue Card,,0
S02676,UK,South Africa,University of Johannesburg,Medicine,Arts,2019,No,Higher Ranking,2022,Placed,South Africa,McKinsey,54797,2.69,Study Permit,Work Permit,IELTS,8.7
S02677,USA,India,IIT Bombay,Economics,Law,2020,Yes,Quality of Life,2023,Placed,India,McKinsey,69089,3.81,F1,Blue Card,Duolingo,7
S02678,India,Finland,Tampere University,Civil Engineering,Social Sciences,2023,No,Higher Ranking,2024,Placed,Finland,Amazon,115820,3.26,Tier 4,Post-Study Visa,PTE,6.3
S02679,Canada,Russia,Higher School of Economics,Mechanical Engineering,Engineering,2021,Yes,Job Opportunities,2022,Placed,Russia,McKinsey,59146,3.96,F1,Post-Study Visa,TOEFL,6.8
S02680,Germany,Ireland,Trinity College Dublin,Political Science,Medicine,2022,Yes,Quality of Life,2025,Not Placed,,,0,3.46,F1,Work Permit,Duolingo,5.1
S02681,Russia,Finland,University of Turku,Biotechnology,Arts,2021,Yes,Scholarship,2024,Placed,Finland,Goldman Sachs,134217,3.25,Tier 4,Blue Card,IELTS,5.5
S02682,Russia,Canada,University of Toronto,Psychology,Engineering,2022,Yes,Political Stability,2023,Not Placed,,,0,3.8,J1,Work Permit,,0
S02683,South Africa,UAE,Khalifa University,Medicine,Natural Sciences,2023,Yes,Scholarship,2024,Not Placed,,,0,2.92,F1,Work Permit,,0
S02684,India,Canada,Simon Fraser University,Computer Science,Social Sciences,2019,No,Scholarship,2021,Placed,Canada,IBM,111856,3.42,Study Permit,Blue Card,Duolingo,7.3
S02685,Russia,UAE,University of Dubai,Medicine,Natural Sciences,2020,Yes,Scholarship,2023,Not Placed,,,0,2.67,Tier 4,PSW,Duolingo,8.7
S02686,UK,Canada,Simon Fraser University,Medicine,Natural Sciences,2021,No,Scholarship,2023,Placed,Canada,Deloitte,47433,3.04,Study Permit,Post-Study Visa,,0
